user_id,persona,tenure_days,obs_total_sessions,obs_avg_sessions_per_week,obs_recent_30d_sessions,obs_prior_30d_sessions,obs_session_trend_ratio,obs_days_since_last_watch,avg_completion_rate,genre_diversity,favorite_genre,churned_next_30d
1462,churning_user,355,32,3.7333333333333334,5,27,0.18518518518518517,8,0.2916353588613158,6,TV Dramas,1
1463,power_binger,664,184,21.46666666666667,91,93,0.978494623655914,0,0.861720181880783,8,Crime TV Shows,0
1464,casual_viewer,282,56,6.533333333333333,23,33,0.696969696969697,3,0.6125206157357358,4,Romantic Movies,0
1465,churning_user,413,25,2.916666666666667,5,20,0.25,0,0.3744381391059301,5,TV Dramas,0
1466,churning_user,189,31,3.6166666666666667,7,24,0.2916666666666667,9,0.28825082434605387,3,Crime TV Shows,1
1467,casual_viewer,274,65,7.583333333333334,43,22,1.9545454545454546,0,0.6209975502805085,8,Comedies,0
1468,casual_viewer,464,68,7.933333333333334,31,37,0.8378378378378378,0,0.5808987218968182,5,Comedies,0
1469,weekend_watcher,483,52,6.066666666666666,27,25,1.08,2,0.7108004445011796,4,Romantic Movies,0
1470,power_binger,527,179,20.883333333333333,87,92,0.9456521739130435,0,0.8604186838714999,4,TV Dramas,0
1471,new_user,27,0,0.0,0,0,0.0,60,0.0,8,Horror Movies,0
1472,power_binger,574,160,18.666666666666668,74,86,0.8604651162790697,0,0.8559236943545361,7,Sci-Fi & Fantasy,0
1473,power_binger,428,183,21.35,101,82,1.2317073170731707,0,0.8475230283019843,4,Sci-Fi & Fantasy,0
1474,casual_viewer,254,60,7.0,30,30,1.0,2,0.58469751185631,7,Documentaries,0
1475,churning_user,106,40,4.666666666666667,9,31,0.2903225806451613,3,0.333109944141165,8,Crime TV Shows,0
1476,churning_user,351,40,4.666666666666667,15,25,0.6,14,0.3190033949874075,3,Thrillers,0
1477,casual_viewer,362,84,9.8,43,41,1.048780487804878,0,0.604207650845008,6,Comedies,0
1478,new_user,30,0,0.0,0,0,0.0,60,0.0,9,Crime TV Shows,0
1479,casual_viewer,156,52,6.066666666666666,22,30,0.7333333333333333,0,0.6164339598286805,8,Romantic Movies,0
1480,casual_viewer,160,70,8.166666666666666,27,43,0.627906976744186,0,0.5858492804387007,8,Comedies,0
1481,casual_viewer,223,68,7.933333333333334,36,32,1.125,0,0.5804787476366396,8,Comedies,0
1482,power_binger,278,161,18.783333333333335,76,85,0.8941176470588236,0,0.844890303226117,7,Sci-Fi & Fantasy,0
1483,churning_user,486,34,3.966666666666667,5,29,0.1724137931034483,16,0.29393634862390033,5,Thrillers,0
1484,casual_viewer,467,61,7.116666666666667,32,29,1.103448275862069,0,0.602360974817882,3,Romantic Movies,0
1485,churning_user,257,36,4.2,7,29,0.2413793103448276,1,0.30458379373338557,5,Thrillers,0
1486,power_binger,334,156,18.2,80,76,1.0526315789473684,0,0.8519623304119697,5,Crime TV Shows,0
1487,new_user,27,0,0.0,0,0,0.0,60,0.0,9,Stand-Up Comedy,0
1488,casual_viewer,695,76,8.866666666666667,39,37,1.054054054054054,0,0.5758407636882944,7,Comedies,0
1489,weekend_watcher,110,54,6.3,26,28,0.9285714285714286,3,0.7066804149714577,6,Children & Family Movies,0
1490,casual_viewer,505,55,6.416666666666667,28,27,1.037037037037037,1,0.583697817739522,6,Comedies,0
1491,power_binger,609,175,20.416666666666668,87,88,0.9886363636363636,0,0.8363627059225478,9,Crime TV Shows,0
1492,weekend_watcher,290,56,6.533333333333333,26,30,0.8666666666666667,0,0.6662031352239058,6,Children & Family Movies,0
1493,churning_user,97,27,3.15,6,21,0.2857142857142857,3,0.2891997681570625,5,Thrillers,0
1494,weekend_watcher,604,55,6.416666666666667,25,30,0.8333333333333334,0,0.6995234956715168,7,Stand-Up Comedy,0
1495,casual_viewer,135,62,7.233333333333333,38,24,1.5833333333333333,0,0.6389794045783185,7,Comedies,0
1496,churning_user,321,31,3.6166666666666667,3,28,0.10714285714285714,28,0.3077561486497078,8,Thrillers,0
1497,weekend_watcher,363,42,4.9,23,19,1.2105263157894737,1,0.6535089169734476,7,Romantic Movies,0
1498,churning_user,145,44,5.133333333333334,6,38,0.15789473684210525,0,0.34346743135799596,3,Thrillers,0
1499,casual_viewer,610,57,6.65,27,30,0.9,0,0.5906746803536022,3,Documentaries,0
1500,churning_user,206,27,3.15,4,23,0.17391304347826086,14,0.2444245656971687,4,TV Dramas,0
1501,churning_user,245,38,4.433333333333334,7,31,0.22580645161290322,16,0.31127781215673744,4,Thrillers,0
1502,new_user,16,0,0.0,0,0,0.0,60,0.0,14,Kids' TV,0
1503,casual_viewer,626,67,7.816666666666667,30,37,0.8108108108108109,1,0.6400615881840024,3,Romantic Movies,0
1504,casual_viewer,348,67,7.816666666666667,31,36,0.8611111111111112,1,0.6166187961627547,8,Documentaries,0
1505,weekend_watcher,429,43,5.016666666666667,17,26,0.6538461538461539,4,0.707583849630055,8,Romantic Movies,0
1506,churning_user,380,30,3.5,9,21,0.42857142857142855,2,0.26141296135836073,3,Crime TV Shows,1
1507,weekend_watcher,473,47,5.483333333333333,21,26,0.8076923076923077,0,0.7303810286971625,8,Kids' TV,0
1508,casual_viewer,582,63,7.3500000000000005,32,31,1.032258064516129,0,0.5962937490517726,5,Comedies,0
1509,casual_viewer,104,69,8.05,34,35,0.9714285714285714,0,0.5696339311870846,7,Comedies,0
1510,weekend_watcher,467,61,7.116666666666667,36,25,1.44,0,0.707144200980069,9,Kids' TV,0
1511,power_binger,568,149,17.383333333333333,70,79,0.8860759493670886,0,0.8570702850286167,4,Crime TV Shows,0
1512,power_binger,493,183,21.35,95,88,1.0795454545454546,0,0.8628678316526933,8,TV Dramas,0
1513,churning_user,355,33,3.85,10,23,0.43478260869565216,1,0.28687674034229604,3,Crime TV Shows,0
1514,weekend_watcher,138,48,5.6000000000000005,24,24,1.0,0,0.6856362042295024,7,Kids' TV,0
1515,weekend_watcher,357,57,6.65,34,23,1.4782608695652173,0,0.6789988500037196,4,Romantic Movies,0
1516,casual_viewer,237,61,7.116666666666667,31,30,1.0333333333333334,1,0.6561695399734667,3,Comedies,0
1517,power_binger,457,168,19.6,79,89,0.8876404494382022,0,0.847630289302222,4,Sci-Fi & Fantasy,0
1518,new_user,26,0,0.0,0,0,0.0,60,0.0,12,Music & Musicals,0
1519,power_binger,689,185,21.583333333333336,100,85,1.1764705882352942,0,0.8593674483092587,6,Thrillers,0
1520,power_binger,386,174,20.3,85,89,0.9550561797752809,1,0.8263941925615585,4,Sci-Fi & Fantasy,0
1521,casual_viewer,279,62,7.233333333333333,30,32,0.9375,0,0.5911845781482792,3,Comedies,0
1522,churning_user,187,32,3.7333333333333334,4,28,0.14285714285714285,3,0.3380932149194744,4,Crime TV Shows,0
1523,weekend_watcher,217,50,5.833333333333334,23,27,0.8518518518518519,1,0.7065900689108989,9,Kids' TV,0
1524,weekend_watcher,97,37,4.316666666666666,18,19,0.9473684210526315,2,0.6979786847497277,8,Romantic Movies,0
1525,weekend_watcher,256,42,4.9,23,19,1.2105263157894737,2,0.7111176805076702,4,Romantic Movies,0
1526,power_binger,454,166,19.366666666666667,80,86,0.9302325581395349,0,0.8577906301143021,8,TV Dramas,0
1527,casual_viewer,436,74,8.633333333333333,44,30,1.4666666666666666,3,0.6082639044353069,3,Comedies,0
1528,casual_viewer,279,65,7.583333333333334,29,36,0.8055555555555556,1,0.5918213347004454,8,Romantic Movies,0
1529,power_binger,397,157,18.316666666666666,73,84,0.8690476190476191,0,0.8638037819873633,6,Sci-Fi & Fantasy,0
1530,casual_viewer,405,65,7.583333333333334,35,30,1.1666666666666667,0,0.6005108490991893,7,Romantic Movies,0
1531,casual_viewer,336,66,7.7,27,39,0.6923076923076923,3,0.6250220355008416,3,Comedies,0
1532,power_binger,568,173,20.183333333333334,85,88,0.9659090909090909,0,0.8521627534096102,5,Sci-Fi & Fantasy,0
1533,churning_user,229,41,4.783333333333333,6,35,0.17142857142857143,9,0.30846797939716464,3,Thrillers,1
1534,weekend_watcher,424,53,6.183333333333334,27,26,1.0384615384615385,0,0.7190986265915854,9,Romantic Movies,0
1535,power_binger,345,170,19.833333333333332,81,89,0.9101123595505618,0,0.849625245862967,8,Sci-Fi & Fantasy,0
1536,casual_viewer,366,48,5.6000000000000005,20,28,0.7142857142857143,1,0.5882198363283632,5,Comedies,0
1537,weekend_watcher,147,67,7.816666666666667,29,38,0.7631578947368421,1,0.6993351091046986,6,Kids' TV,0
1538,weekend_watcher,140,58,6.766666666666667,27,31,0.8709677419354839,0,0.6878777587856412,6,Romantic Movies,0
1539,weekend_watcher,717,56,6.533333333333333,25,31,0.8064516129032258,1,0.677631637132113,4,Kids' TV,0
1540,casual_viewer,186,60,7.0,14,46,0.30434782608695654,2,0.593527421900355,5,Romantic Movies,0
1541,weekend_watcher,112,43,5.016666666666667,26,17,1.5294117647058822,1,0.6955094579880572,4,Kids' TV,0
1542,casual_viewer,648,56,6.533333333333333,26,30,0.8666666666666667,1,0.6104706289909911,6,Comedies,0
1543,casual_viewer,730,72,8.4,37,35,1.0571428571428572,0,0.6003045733474435,6,Romantic Movies,0
1544,power_binger,507,193,22.516666666666666,97,96,1.0104166666666667,0,0.8443461623785486,7,Sci-Fi & Fantasy,0
1545,casual_viewer,708,70,8.166666666666666,30,40,0.75,0,0.5848953823235241,5,Comedies,0
1546,casual_viewer,227,64,7.466666666666667,32,32,1.0,0,0.6192539113253694,3,Comedies,0
1547,casual_viewer,572,69,8.05,29,40,0.725,2,0.5877855362477109,5,Comedies,0
1548,weekend_watcher,588,55,6.416666666666667,26,29,0.896551724137931,1,0.7038777588447526,9,Romantic Movies,0
1549,casual_viewer,213,79,9.216666666666667,33,46,0.717391304347826,1,0.6136176082523787,3,Comedies,0
1550,casual_viewer,450,71,8.283333333333333,32,39,0.8205128205128205,0,0.6077271420819789,3,Comedies,0
1551,power_binger,576,161,18.783333333333335,88,73,1.2054794520547945,0,0.866660033700033,6,TV Dramas,0
1552,casual_viewer,341,58,6.766666666666667,28,30,0.9333333333333333,2,0.6053955093851976,4,Romantic Movies,0
1553,casual_viewer,484,64,7.466666666666667,39,25,1.56,0,0.6187852965593995,8,Comedies,0
1554,casual_viewer,476,60,7.0,28,32,0.875,3,0.6086192981659476,7,Documentaries,0
1555,casual_viewer,573,53,6.183333333333334,25,28,0.8928571428571429,0,0.5943017199439373,3,Comedies,0
1556,weekend_watcher,227,60,7.0,26,34,0.7647058823529411,1,0.6767637617857264,8,Stand-Up Comedy,0
1557,new_user,12,0,0.0,0,0,0.0,60,0.0,15,British TV Shows,0
1558,casual_viewer,542,70,8.166666666666666,27,43,0.627906976744186,0,0.6056207093767904,7,Romantic Movies,0
1559,churning_user,139,45,5.25,7,38,0.18421052631578946,0,0.272949959290342,5,Crime TV Shows,0
1560,weekend_watcher,683,51,5.95,31,20,1.55,0,0.7018025132829766,7,Romantic Movies,0
1561,new_user,1,0,0.0,0,0,0.0,60,0.0,15,Independent Movies,0
1562,churning_user,351,33,3.85,8,25,0.32,14,0.33074387205215927,7,Thrillers,0
1563,weekend_watcher,672,49,5.716666666666667,18,31,0.5806451612903226,0,0.6841141489825291,9,Stand-Up Comedy,0
1564,new_user,8,0,0.0,0,0,0.0,60,0.0,12,Independent Movies,0
1565,weekend_watcher,292,50,5.833333333333334,27,23,1.173913043478261,1,0.6844393930545766,8,Stand-Up Comedy,0
1566,casual_viewer,296,71,8.283333333333333,30,41,0.7317073170731707,0,0.5612591015995125,8,Romantic Movies,0
1567,power_binger,670,144,16.8,78,66,1.1818181818181819,0,0.861502167876282,4,Crime TV Shows,0
1568,power_binger,594,183,21.35,87,96,0.90625,0,0.8613181961726568,7,TV Dramas,0
1569,casual_viewer,373,57,6.65,30,27,1.1111111111111112,1,0.6311502269113601,5,Romantic Movies,0
1570,casual_viewer,260,70,8.166666666666666,35,35,1.0,0,0.6120609526092449,4,Comedies,0
1571,casual_viewer,107,65,7.583333333333334,38,27,1.4074074074074074,0,0.6081978432247245,8,Romantic Movies,0
1572,churning_user,117,27,3.15,4,23,0.17391304347826086,17,0.3692653195966563,6,TV Dramas,0
1573,churning_user,431,29,3.3833333333333333,7,22,0.3181818181818182,6,0.2729757503000749,7,TV Dramas,0
1574,weekend_watcher,224,56,6.533333333333333,34,22,1.5454545454545454,0,0.6751254027738496,6,Stand-Up Comedy,0
1575,power_binger,301,162,18.900000000000002,77,85,0.9058823529411765,0,0.8545044028057441,8,TV Dramas,0
1576,casual_viewer,603,72,8.4,33,39,0.8461538461538461,0,0.6102235912296349,5,Documentaries,0
1577,weekend_watcher,540,51,5.95,26,25,1.04,0,0.7430132206392847,9,Kids' TV,0
1578,weekend_watcher,607,56,6.533333333333333,34,22,1.5454545454545454,0,0.6907902885183309,4,Kids' TV,0
1579,new_user,12,0,0.0,0,0,0.0,60,0.0,10,Comedies,0
1580,weekend_watcher,610,60,7.0,33,27,1.2222222222222223,1,0.7152066315506386,5,Children & Family Movies,0
1581,weekend_watcher,444,56,6.533333333333333,33,23,1.434782608695652,1,0.7142352993845655,8,Children & Family Movies,0
1582,casual_viewer,179,71,8.283333333333333,38,33,1.1515151515151516,0,0.5829491310498216,3,Romantic Movies,0
1583,casual_viewer,665,63,7.3500000000000005,34,29,1.1724137931034482,0,0.6173784176798871,8,Documentaries,0
1584,casual_viewer,176,67,7.816666666666667,32,35,0.9142857142857143,0,0.6102355807854127,7,Romantic Movies,0
1585,churning_user,259,40,4.666666666666667,4,36,0.1111111111111111,11,0.26292531494266835,5,Thrillers,0
1586,new_user,19,0,0.0,0,0,0.0,60,0.0,15,Sports Movies,0
1587,casual_viewer,466,64,7.466666666666667,24,40,0.6,1,0.585306857584202,5,Comedies,0
1588,churning_user,312,49,5.716666666666667,12,37,0.32432432432432434,3,0.28247562895084694,5,Thrillers,0
1589,casual_viewer,675,69,8.05,30,39,0.7692307692307693,3,0.6118503639405604,7,Documentaries,0
1590,power_binger,727,166,19.366666666666667,79,87,0.9080459770114943,0,0.8397463758221293,9,Crime TV Shows,0
1591,power_binger,274,167,19.483333333333334,87,80,1.0875,0,0.8464769658065625,4,TV Dramas,0
1592,power_binger,669,150,17.5,71,79,0.8987341772151899,0,0.8435224287650546,4,TV Dramas,0
1593,new_user,12,0,0.0,0,0,0.0,60,0.0,14,Dramas,0
1594,casual_viewer,597,53,6.183333333333334,25,28,0.8928571428571429,0,0.5834722015795315,3,Comedies,0
1595,weekend_watcher,124,55,6.416666666666667,28,27,1.037037037037037,1,0.723758805539218,4,Stand-Up Comedy,0
1596,churning_user,180,49,5.716666666666667,10,39,0.2564102564102564,9,0.27730369961903284,6,Thrillers,1
1597,power_binger,452,166,19.366666666666667,80,86,0.9302325581395349,0,0.8570225844699656,8,TV Dramas,0
1598,power_binger,547,179,20.883333333333333,84,95,0.8842105263157894,0,0.855808384273967,8,Sci-Fi & Fantasy,0
1599,weekend_watcher,558,48,5.6000000000000005,28,20,1.4,2,0.720344061607363,4,Romantic Movies,0
1600,casual_viewer,197,61,7.116666666666667,26,35,0.7428571428571429,1,0.5890023256241633,7,Romantic Movies,0
1601,new_user,28,0,0.0,0,0,0.0,60,0.0,12,Stand-Up Comedy,0
1602,power_binger,196,160,18.666666666666668,83,77,1.077922077922078,0,0.8543169689229007,9,Sci-Fi & Fantasy,0
1603,churning_user,102,33,3.85,4,29,0.13793103448275862,7,0.3507887695723252,7,TV Dramas,0
1604,weekend_watcher,545,59,6.883333333333334,29,30,0.9666666666666667,2,0.7050931554443495,9,Stand-Up Comedy,0
1605,casual_viewer,126,73,8.516666666666667,25,48,0.5208333333333334,1,0.6174973640325354,5,Romantic Movies,0
1606,casual_viewer,655,62,7.233333333333333,31,31,1.0,0,0.5617471321127809,7,Documentaries,0
1607,new_user,17,0,0.0,0,0,0.0,60,0.0,12,Dramas,0
1608,casual_viewer,502,57,6.65,32,25,1.28,0,0.61236142936911,5,Romantic Movies,0
1609,casual_viewer,449,64,7.466666666666667,39,25,1.56,0,0.6065961253270081,5,Documentaries,0
1610,casual_viewer,321,55,6.416666666666667,25,30,0.8333333333333334,0,0.5674514243610888,7,Romantic Movies,0
1611,casual_viewer,191,45,5.25,21,24,0.875,0,0.630638979793867,8,Romantic Movies,0
1612,weekend_watcher,592,63,7.3500000000000005,25,38,0.6578947368421053,0,0.6795492335506018,6,Kids' TV,0
1613,weekend_watcher,325,48,5.6000000000000005,18,30,0.6,0,0.7010152380804658,5,Kids' TV,0
1614,casual_viewer,475,69,8.05,40,29,1.3793103448275863,1,0.6019695604000027,8,Comedies,0
1615,weekend_watcher,160,58,6.766666666666667,29,29,1.0,0,0.6875594786400624,8,Children & Family Movies,0
1616,casual_viewer,548,64,7.466666666666667,32,32,1.0,0,0.5946831840037912,8,Romantic Movies,0
1617,power_binger,321,159,18.55,77,82,0.9390243902439024,0,0.8285399668324179,8,TV Dramas,0
1618,churning_user,141,35,4.083333333333333,7,28,0.25,3,0.2974570023996814,7,TV Dramas,0
1619,new_user,16,0,0.0,0,0,0.0,60,0.0,14,Stand-Up Comedy,0
1620,power_binger,484,157,18.316666666666666,78,79,0.9873417721518988,0,0.8554490395613847,5,Crime TV Shows,0
1621,casual_viewer,688,59,6.883333333333334,23,36,0.6388888888888888,2,0.5647026026365525,3,Documentaries,0
1622,churning_user,314,33,3.85,10,23,0.43478260869565216,3,0.28441136809255396,3,TV Dramas,0
1623,weekend_watcher,258,56,6.533333333333333,24,32,0.75,3,0.7338010283912689,4,Romantic Movies,0
1624,power_binger,673,150,17.5,73,77,0.948051948051948,0,0.841220057888318,5,TV Dramas,0
1625,casual_viewer,124,81,9.450000000000001,46,35,1.3142857142857143,2,0.6211541125636099,3,Documentaries,0
1626,weekend_watcher,213,57,6.65,30,27,1.1111111111111112,2,0.695988497869476,9,Kids' TV,0
1627,casual_viewer,102,71,8.283333333333333,37,34,1.088235294117647,0,0.6107872927719615,8,Comedies,0
1628,power_binger,572,155,18.083333333333332,92,63,1.4603174603174602,0,0.8463022134901029,9,Thrillers,0
1629,power_binger,614,168,19.6,78,90,0.8666666666666667,0,0.8438116257427801,7,Crime TV Shows,0
1630,casual_viewer,367,56,6.533333333333333,31,25,1.24,0,0.5983525207971642,8,Romantic Movies,0
1631,casual_viewer,107,58,6.766666666666667,26,32,0.8125,0,0.6005899438320882,5,Romantic Movies,0
1632,weekend_watcher,145,51,5.95,29,22,1.3181818181818181,0,0.7096925268950368,6,Children & Family Movies,0
1633,churning_user,379,42,4.9,7,35,0.2,1,0.29877176511144554,6,Thrillers,1
1634,churning_user,351,34,3.966666666666667,6,28,0.21428571428571427,2,0.30228068170366895,6,Thrillers,0
1635,new_user,28,0,0.0,0,0,0.0,60,0.0,8,Independent Movies,0
1636,casual_viewer,191,64,7.466666666666667,30,34,0.8823529411764706,2,0.6193006396210513,5,Romantic Movies,0
1637,casual_viewer,227,56,6.533333333333333,30,26,1.1538461538461537,0,0.6276392691866064,3,Comedies,0
1638,new_user,3,0,0.0,0,0,0.0,60,0.0,10,Thrillers,0
1639,casual_viewer,295,67,7.816666666666667,33,34,0.9705882352941176,3,0.6263115232314826,8,Comedies,0
1640,weekend_watcher,728,54,6.3,23,31,0.7419354838709677,2,0.7071264233188018,4,Kids' TV,0
1641,weekend_watcher,269,45,5.25,27,18,1.5,2,0.7123615084847897,8,Romantic Movies,0
1642,power_binger,183,183,21.35,82,101,0.8118811881188119,0,0.8512503939803383,4,TV Dramas,0
1643,casual_viewer,95,62,7.233333333333333,29,33,0.8787878787878788,0,0.5966103541688931,7,Documentaries,0
1644,casual_viewer,322,54,6.3,27,27,1.0,0,0.5496313038793833,8,Romantic Movies,0
1645,power_binger,473,180,21.0,85,95,0.8947368421052632,0,0.8595529710896452,9,TV Dramas,0
1646,casual_viewer,660,69,8.05,26,43,0.6046511627906976,0,0.5458402041784081,7,Romantic Movies,0
1647,casual_viewer,290,67,7.816666666666667,37,30,1.2333333333333334,0,0.5693840755503734,3,Comedies,0
1648,weekend_watcher,725,59,6.883333333333334,33,26,1.2692307692307692,0,0.7071004853641281,7,Romantic Movies,0
1649,new_user,4,0,0.0,0,0,0.0,60,0.0,9,Horror Movies,0
1650,weekend_watcher,191,45,5.25,24,21,1.1428571428571428,0,0.712052226335868,4,Romantic Movies,0
1651,casual_viewer,375,62,7.233333333333333,29,33,0.8787878787878788,0,0.588092999844972,8,Romantic Movies,0
1652,casual_viewer,727,48,5.6000000000000005,26,22,1.1818181818181819,0,0.5794755738877087,5,Comedies,0
1653,casual_viewer,558,81,9.450000000000001,40,41,0.975609756097561,0,0.5903907155457178,5,Documentaries,0
1654,power_binger,541,164,19.133333333333333,88,76,1.1578947368421053,0,0.8465476933715155,5,Sci-Fi & Fantasy,0
1655,new_user,24,0,0.0,0,0,0.0,60,0.0,11,Independent Movies,0
1656,casual_viewer,299,66,7.7,31,35,0.8857142857142857,1,0.6245920059700644,4,Romantic Movies,0
1657,casual_viewer,718,65,7.583333333333334,31,34,0.9117647058823529,1,0.5921057957019701,6,Comedies,0
1658,weekend_watcher,566,46,5.366666666666667,25,21,1.1904761904761905,0,0.7311310410930654,6,Kids' TV,0
1659,casual_viewer,376,63,7.3500000000000005,30,33,0.9090909090909091,0,0.5732171489140457,5,Comedies,0
1660,power_binger,362,138,16.1,70,68,1.0294117647058822,0,0.8517216357784775,7,Sci-Fi & Fantasy,0
1661,power_binger,374,167,19.483333333333334,70,97,0.7216494845360825,1,0.8462877335880341,5,Thrillers,0
1662,churning_user,396,31,3.6166666666666667,4,27,0.14814814814814814,7,0.24717837377342564,4,Thrillers,0
1663,weekend_watcher,274,55,6.416666666666667,36,19,1.894736842105263,0,0.6812669071023677,6,Romantic Movies,0
1664,casual_viewer,447,45,5.25,22,23,0.9565217391304348,1,0.6389363405074776,8,Romantic Movies,0
1665,new_user,11,0,0.0,0,0,0.0,60,0.0,13,Romantic TV Shows,0
1666,weekend_watcher,411,36,4.2,19,17,1.1176470588235294,0,0.7247616388480576,6,Stand-Up Comedy,0
1667,weekend_watcher,397,48,5.6000000000000005,24,24,1.0,0,0.650169067259863,6,Children & Family Movies,0
1668,casual_viewer,350,59,6.883333333333334,34,25,1.36,0,0.5964330895069553,4,Romantic Movies,0
1669,power_binger,525,171,19.95,83,88,0.9431818181818182,0,0.8585422050505606,8,Sci-Fi & Fantasy,0
1670,weekend_watcher,295,45,5.25,18,27,0.6666666666666666,1,0.6851730868782937,6,Children & Family Movies,0
1671,casual_viewer,310,50,5.833333333333334,21,29,0.7241379310344828,1,0.5730895040570961,3,Comedies,0
1672,churning_user,372,36,4.2,6,30,0.2,2,0.2806213351838182,4,TV Dramas,1
1673,weekend_watcher,373,47,5.483333333333333,26,21,1.2380952380952381,0,0.7542032617071806,5,Children & Family Movies,0
1674,power_binger,218,153,17.85,69,84,0.8214285714285714,0,0.8449165675161653,4,Sci-Fi & Fantasy,0
1675,weekend_watcher,726,66,7.7,35,31,1.1290322580645162,1,0.698634966420926,5,Stand-Up Comedy,0
1676,new_user,25,0,0.0,0,0,0.0,60,0.0,11,TV Dramas,0
1677,weekend_watcher,378,49,5.716666666666667,27,22,1.2272727272727273,0,0.6959420464516238,8,Kids' TV,0
1678,casual_viewer,192,69,8.05,39,30,1.3,0,0.5977056312895349,8,Romantic Movies,0
1679,weekend_watcher,576,41,4.783333333333333,17,24,0.7083333333333334,0,0.6532436338194972,7,Stand-Up Comedy,0
1680,churning_user,176,41,4.783333333333333,12,29,0.41379310344827586,9,0.3374978070244831,5,Crime TV Shows,1
1681,weekend_watcher,694,50,5.833333333333334,31,19,1.631578947368421,1,0.7301075237936129,7,Kids' TV,0
1682,weekend_watcher,588,51,5.95,25,26,0.9615384615384616,0,0.7293297381913115,5,Kids' TV,0
1683,weekend_watcher,595,42,4.9,21,21,1.0,0,0.7309373346723844,6,Stand-Up Comedy,0
1684,casual_viewer,439,54,6.3,27,27,1.0,0,0.6260043374651635,4,Romantic Movies,0
1685,power_binger,212,182,21.233333333333334,91,91,1.0,0,0.8617937652774236,5,Crime TV Shows,0
1686,casual_viewer,213,57,6.65,29,28,1.0357142857142858,1,0.621200912905536,7,Romantic Movies,0
1687,churning_user,402,34,3.966666666666667,4,30,0.13333333333333333,5,0.35243377943066434,6,Crime TV Shows,0
1688,churning_user,347,22,2.566666666666667,7,15,0.4666666666666667,14,0.35383819238905423,5,Crime TV Shows,0
1689,churning_user,420,39,4.55,7,32,0.21875,2,0.3079329787724455,8,Crime TV Shows,0
1690,casual_viewer,368,61,7.116666666666667,31,30,1.0333333333333334,0,0.6115591749547302,7,Documentaries,0
1691,weekend_watcher,504,60,7.0,34,26,1.3076923076923077,0,0.7016977610920666,6,Stand-Up Comedy,0
1692,new_user,15,0,0.0,0,0,0.0,60,0.0,10,International Movies,0
1693,casual_viewer,155,72,8.4,26,46,0.5652173913043478,1,0.5876269164165941,3,Comedies,0
1694,weekend_watcher,519,50,5.833333333333334,22,28,0.7857142857142857,0,0.6939472865311117,6,Stand-Up Comedy,0
1695,churning_user,434,38,4.433333333333334,11,27,0.4074074074074074,2,0.31687846549842374,8,Crime TV Shows,1
1696,churning_user,119,40,4.666666666666667,3,37,0.08108108108108109,21,0.26367852361748073,8,Crime TV Shows,0
1697,power_binger,576,172,20.066666666666666,73,99,0.7373737373737373,0,0.8614879848221815,8,Thrillers,0
1698,weekend_watcher,222,66,7.7,31,35,0.8857142857142857,0,0.692262857912919,9,Stand-Up Comedy,0
1699,new_user,8,0,0.0,0,0,0.0,60,0.0,15,Children & Family Movies,0
1700,weekend_watcher,479,44,5.133333333333334,23,21,1.0952380952380953,2,0.7374836114046218,6,Kids' TV,0
1701,new_user,6,0,0.0,0,0,0.0,60,0.0,9,Romantic TV Shows,0
1702,new_user,23,0,0.0,0,0,0.0,60,0.0,13,Action & Adventure,0
1703,casual_viewer,530,68,7.933333333333334,36,32,1.125,0,0.6022692276624614,4,Romantic Movies,0
1704,churning_user,166,33,3.85,5,28,0.17857142857142858,2,0.27851629037275794,3,Thrillers,0
1705,casual_viewer,577,65,7.583333333333334,37,28,1.3214285714285714,0,0.5898341427015638,4,Romantic Movies,0
1706,new_user,16,0,0.0,0,0,0.0,60,0.0,12,Documentaries,0
1707,power_binger,565,162,18.900000000000002,78,84,0.9285714285714286,0,0.8372144650657374,5,TV Dramas,0
1708,casual_viewer,562,73,8.516666666666667,37,36,1.0277777777777777,1,0.6268182548416826,3,Comedies,0
1709,weekend_watcher,107,53,6.183333333333334,30,23,1.3043478260869565,0,0.7051999165548626,9,Stand-Up Comedy,0
1710,casual_viewer,304,66,7.7,35,31,1.1290322580645162,1,0.6008300107134127,5,Documentaries,0
1711,weekend_watcher,194,50,5.833333333333334,25,25,1.0,0,0.6883136230604557,8,Romantic Movies,0
1712,casual_viewer,261,70,8.166666666666666,40,30,1.3333333333333333,1,0.578648612842039,4,Romantic Movies,0
1713,new_user,20,0,0.0,0,0,0.0,60,0.0,11,Reality TV,0
1714,weekend_watcher,325,51,5.95,31,20,1.55,0,0.665372613319479,8,Kids' TV,0
1715,casual_viewer,442,52,6.066666666666666,15,37,0.40540540540540543,1,0.6190266805386929,6,Comedies,0
1716,weekend_watcher,265,56,6.533333333333333,28,28,1.0,1,0.6966650366754692,4,Romantic Movies,0
1717,casual_viewer,668,53,6.183333333333334,24,29,0.8275862068965517,0,0.5625182012254175,7,Documentaries,0
1718,churning_user,188,31,3.6166666666666667,7,24,0.2916666666666667,18,0.2805200572898455,7,Thrillers,0
1719,churning_user,233,35,4.083333333333333,8,27,0.2962962962962963,4,0.29520985410041706,6,Thrillers,0
1720,weekend_watcher,604,46,5.366666666666667,22,24,0.9166666666666666,0,0.6575854643435471,5,Romantic Movies,0
